Restaurant Name,Longitude,Latitude,Average Cost for two,Aggregate rating,Cuisines
Nanking,77.1482216,28.5367732,1375,3.6,"Chinese, Seafood"
Nawab Dera,77.1357431,28.5254999,650,3.8,"North Indian, Mughlai, Biryani"
The Cafe,77.1553898,28.5291446,1000,3.8,Cafe
The Village Caf??,77.1619331,28.519062,700,3.7,"Cafe, American, Italian, North Indian, Chinese"
Cookfresh,0,0,800,0,Asian
Cafe Connect,77.16498211,28.51428649,700,4.2,"Cafe, Bakery"
Happy Hakka,77.1520605,28.5332879,650,4.1,Chinese
Indian Saffron Co.,77.166526,28.519511,900,4.2,"North Indian, Mughlai"
DCK- Dana Choga's Kitchen,77.156659,28.5250993,800,2.9,"North Indian, Mughlai"
Domino's Pizza,77.1566714,28.5251629,700,2.8,"Pizza, Fast Food"
Sagar Ratna,77.1566476,28.524981,600,3.3,"South Indian, North Indian"
Shree Bhagatram,77.1564626,28.5248609,650,3.3,"North Indian, Chinese, South Indian, Mithai"
Subway,77.1561628,28.5250677,500,2.5,"American, Fast Food, Salad, Healthy Food"
Biryani Blues,77.1569671,28.5251478,750,3.9,"Biryani, Hyderabadi"
Kebab Gali,77.1566644,28.52506,600,3.9,"North Indian, Mughlai, Biryani"
KFC,77.1561251,28.5251233,500,3.6,"American, Fast Food"
Tipu Sultan,77.1566556,28.5249865,850,3.7,"North Indian, Mughlai"
Angels in my Kitchen,77.15988658,28.56104814,350,3.2,"Bakery, Desserts, Fast Food"
Barista,77.16407988,28.55705291,650,3.3,Cafe
Bengal Sweet Palace,77.16369264,28.56517455,150,3.3,"Mithai, Street Food"
Bread'D Bites,77.15966111,28.56100556,150,3.1,"Bakery, Desserts, Fast Food"
Chinese Hut,77.16423243,28.55793018,400,3.4,Chinese
Foodland by Orchid,77.15538889,28.56141389,900,2.9,"North Indian, South Indian, Mughlai"
From The Kitchen of Mala Bindra,77.1624016,28.571381,250,3.1,Bakery
Go Kylin,77.16369834,28.55900888,1375,2.8,"Japanese, Chinese, Asian, Malaysian, Thai, Vietnamese"
Green Chick Chop,77.159666,28.561011,350,3.3,"Raw Meats, North Indian, Fast Food"
Hawkers,77.16311596,28.55760213,300,2.7,Chinese
HotPlate,0,0,150,3.1,"Fast Food, North Indian"
New Janta Restaurant,77.1583987,28.5677118,600,3.1,"North Indian, Mughlai"
Rainbows,77.15505794,28.56157466,400,3.2,"Bakery, Fast Food"
Sinfully Yours,77.15976667,28.55818056,300,3.3,"Bakery, Desserts"
Slice of Italy,77.17082061,28.55888991,700,2.8,"Italian, Pizza, Bakery"
Spice Deli,77.164272,28.557864,1100,3.3,"North Indian, Chinese"
Twenty Four Seven,77.16321856,28.55788513,300,3.1,"Fast Food, North Indian"
Uncle Tom's Steamed Hot Dogs,77.16419167,28.55761667,200,3.3,Fast Food
AOWLS,77.15067118,28.52951508,300,3.5,"Chinese, Fast Food"
Costa Coffee,77.164368,28.557223,600,3.6,Cafe
Georgia Dakota,77.15496004,28.56139062,450,3.6,"Bakery, Desserts"
Instapizza After Hours,77.161681,28.572131,900,3.5,"Pizza, Fast Food"
The Pint Room,77.15516992,28.56151959,1375,3.7,"Finger Food, Continental, Italian"
Anthony's Kitchen,77.16367822,28.55747579,250,0,"North Indian, South Indian"
Bakermania,0,0,400,0,"Bakery, Fast Food"
Cafe Coffee Day,77.16442622,28.55736507,450,0,Cafe
Cones & Curries,77.16460492,28.55747844,300,0,North Indian
Giani,77.16341134,28.55748345,400,0,"Ice Cream, Desserts"
Kaptain Bakery,77.16429355,28.55870848,200,0,Bakery
Kayasth Cuisine,77.15520881,28.56118272,1000,0,Mughlai
Mahinder Food Corner,77.16458414,28.55775173,200,0,"North Indian, Street Food"
Mohanty Bakery & Confectionery,0,0,200,0,Bakery
Practically Perfect,77.16454,28.55811,500,0,"Bakery, Desserts"
Take Away Depot,0,0,600,0,"Chinese, Mughlai, North Indian"
The Artful Baker,0,0,600,0,"Bakery, Fast Food"
Perch Wine & Coffee Bar,77.16411,28.559058,1375,4.3,"Cafe, European"
Aggarwal Confectionary,77.317668,28.5997151,50,2.8,"Street Food, Bakery"
Aggarwal Sweet Corner,77.3175176,28.5997276,150,2.9,"Mithai, Street Food"
Ananda's,77.3176784,28.6001,350,3,"South Indian, Chinese"
Ankur Family Restaurant,77.3062099,28.5892967,500,2.8,"North Indian, Chinese"
Ayush Restaurant,77.30796732,28.59103534,400,3.2,North Indian
Chef's Paradise,77.30650049,28.59154464,400,3.1,"North Indian, Mughlai, Chinese"
Domino's Pizza,77.3021052,28.5891084,700,2.6,"Pizza, Fast Food"
Fatafat Fast Food,77.30853528,28.58950538,450,3.3,"Chinese, Fast Food"
Giani,77.3205872,28.6002622,300,3,"Ice Cream, Desserts"
Green Tea Fanatics,77.32028972,28.60043838,250,3.4,"Beverages, Fast Food"
Khansama,77.3040391,28.5891093,350,3.3,"North Indian, Mughlai"
Pauls Food,77.3164521,28.6013457,550,2.9,"North Indian, Chinese"
Punjabi Vaishno Rasoi,77.3145157,28.601793,200,2.9,North Indian
Republic of Chicken,77.3203951,28.6000397,400,2.9,"Raw Meats, Fast Food"
Taj Sweets,77.3226158,28.6011417,100,3.1,Mithai
The Cake,77.31136166,28.59819588,200,3,Bakery
The Food Court,77.30725687,28.59087872,400,3.7,"Fast Food, Chinese"
Adi's Restaurant,77.3071359,28.5908127,300,0,North Indian
Aggarwal Sweet & Bakers,0,0,150,0,"Mithai, Street Food"
Aggarwal Sweets,77.3143328,28.6017649,150,0,Desserts
Aggarwal Sweets,77.30720289,28.59080159,100,0,"Mithai, Street Food"
Always Eat Green,77.3078976,28.5901234,300,0,"North Indian, South Indian, Chinese"
Anjali Resaturant,77.3066274,28.5914444,200,0,North Indian
Annapoorna Bhojanalya,77.3062381,28.5891961,100,0,North Indian
Anupam Eating Point,77.3074392,28.5908336,150,0,North Indian
Bikaner Rasoi,77.3159908,28.601005,250,0,North Indian
Cafe Mom,77.3057921,28.5923035,100,0,North Indian
Cafe Youth,77.312519,28.6021139,350,0,Chinese
Cake Express,77.3097342,28.59794885,350,0,Bakery
Cake Knighter,0,0,300,0,Bakery
Catchup Green,77.315899,28.600942,300,0,Fast Food
D Food,0,0,200,0,"North Indian, Street Food"
Delicious Cake,0,0,300,0,Bakery
Famous Parantha and Poori Sabzi,77.3085095,28.5893763,50,0,North Indian
FM Biryani Point,0,0,150,0,Biryani
Food Plaza,77.3222402,28.6013619,250,0,"Chinese, Fast Food"
Foodiez,77.3206228,28.6002914,150,0,Street Food
Goli Vada Pav No. 1,0,0,100,0,Street Food
Hyderabad's Delight,0,0,400,0,"Hyderabadi, Biryani"
Khan Tandoori Hub,77.30728882,28.5915558,500,0,"North Indian, Mughlai"
Khan Tandoori Nights,77.30676837,28.59133326,400,0,Mughlai
Meatwale.com,77.32050229,28.60012224,150,0,Raw Meats
New Aggarwal Sweets & Fast Food,77.3067747,28.5900965,150,0,"Mithai, Fast Food"
Night Munchers,77.3071878,28.5908905,500,0,North Indian
Old Moradabadi Chicken Corner,77.30620712,28.5890838,400,0,North Indian
Richa's Bakery,77.31154975,28.59744877,400,0,Bakery
Riyaz Biryani Corner,77.30837971,28.58980772,150,0,"Biryani, North Indian"
Rudra The Dhaba,77.3065745,28.5914473,200,0,North Indian
Seven Star Pizza,77.305843,28.5923018,400,0,Pizza
Shahi Muradabadi Chicken Biryani,77.3080751,28.5897432,150,0,Biryani
Shree Krishna Restaurant,77.3033247,28.5891562,200,0,"North Indian, Chinese"
Shree Sai Bhog,77.3174634,28.6000138,250,0,"Chinese, North Indian, South Indian"
Soni Food Court,77.30764378,28.59086665,150,0,North Indian
South Street Cafe,77.3224363,28.6014833,200,0,South Indian
Special Chicken Biryani,77.30622523,28.5890367,100,0,Biryani
Sweets n Treats,77.3068428,28.59118048,50,0,Street Food
The Royal Prestige,77.3078541,28.5899346,100,0,"North Indian, South Indian"
Twenty Four Seven,77.304436,28.583353,300,0,"Fast Food, North Indian"
Two Friends Roll Corner,0,0,100,0,"Fast Food, Street Food"
Waikiki,0,0,400,0,"Chinese, North Indian"
Zaika Chicken Corner,77.3080954,28.58927604,150,0,"Biryani, North Indian"
Zombiez,0,0,500,0,"Chinese, North Indian"
366 Junction,77.2010382,28.6928867,800,3.3,"Cafe, North Indian, Chinese"
Black & Brew,77.2023857,28.6895227,300,3.1,Chinese
Hari Om Bhojanalaya,77.197804,28.6921294,300,3.4,North Indian
Nalwa's Hotspot,77.1965012,28.6928555,300,3.1,Chinese
Pasta Hub,77.201128,28.6916414,200,3,Italian
Rock n Wood Cafe,77.201667,28.6899018,500,3.4,"North Indian, Chinese"
Roll Corner,77.2011936,28.6918964,200,3.3,Fast Food
Shree Nandhini Cafe,77.2016171,28.6898007,350,3.3,"South Indian, Chinese"
Sindhi Dhaba,77.2012294,28.6909462,200,2.9,North Indian
Take N Taste,77.2011834,28.6901314,400,3.1,"North Indian, Chinese"
Taxi Bar & Cafe,77.2041084,28.6944411,800,3.3,"North Indian, Chinese, Fast Food"
The Little Diner,77.2050359,28.6928661,800,3.4,"Continental, Chinese, Italian, Cafe"
Cafeteria & Co.,77.2043384,28.6944707,900,4.6,"Continental, Mexican"
Burger Point,77.2013077,28.6910317,300,3.8,"Burger, Fast Food"
Cafe All-Inn,77.2047215,28.6935077,600,3.8,"Cafe, Mexican, Italian, North Indian, Chinese"
Chowringhee,77.2012817,28.6914056,250,3.5,Fast Food
Flamess Restaurant & Cafe Village,77.2040661,28.6945366,700,3.5,"North Indian, Chinese, Continental, Italian, Mexican, Lebanese"
Jack 'n' Chill,77.2048067,28.6936233,500,3.6,"American, Italian, Cafe"
Kake Di Hatti,77.2036388,28.6949624,400,3.6,North Indian
Mad Monkey,77.2050605,28.6926492,800,3.7,"Cafe, Continental, Italian"
Manohar Cakes & Bikaneri,77.2013137,28.6914552,150,3.5,"Mithai, Fast Food"
Shagun,77.2047215,28.6934181,800,3.9,"Chinese, Thai, Tibetan, Japanese"
Shyam Chaat Bhandar,77.2042723,28.6924796,150,3.5,Street Food
Telegram,77.2044519,28.6939297,700,3.5,"Cafe, North Indian, Continental, Chinese"
The University Bistro,77.2048113,28.6934267,500,3.6,"Cafe, Italian, Continental, Mexican, Mediterranean"
736 A.D.,77.2039955,28.6947175,900,4.1,"North Indian, Continental, Italian, Chinese"
Big Yellow Door,77.204991,28.6934439,600,4.3,"Cafe, Italian, Fast Food"
Mr. Crust Bakers,77.2014873,28.6906011,400,4.2,"Bakery, Desserts, Fast Food"
Phonebooth Caf??,77.2040075,28.6943812,800,4.1,"North Indian, Continental, Chinese, Italian"
Tony's,77.201128,28.6919997,200,4.4,Fast Food
Wake 'n' Bake Cafe,77.20197815,28.69302023,350,4,"Fast Food, Bakery"
Gabbar Di Hatti,77.3103529,28.6580412,300,3.4,"North Indian, Mughlai"
Chennai Express,77.2776898,28.6307187,300,0,"Chinese, South Indian"
1990's,77.0796054,28.6384984,250,3.3,"North Indian, Mughlai"
Amul Cafe,77.0766826,28.6386194,300,3.3,"Desserts, Fast Food"
Burger Point,77.0700473,28.6282838,300,3.4,"Burger, Fast Food"
Buta Singh Da Dhabba,77.0698926,28.628157,150,2.8,North Indian
Cafe Amigo,77.07604811,28.6390282,400,3,Cafe
Cafe Coffee Day,77.0764578,28.6294177,450,3,Cafe
Cake Palace,77.06883967,28.63507537,200,2.7,Bakery
Carara,77.0743745,28.6389086,500,2.6,"North Indian, Chinese"
Channi Pishori Chicken,77.0798778,28.6420433,400,3.3,Mughlai
Chatkora Food N Snacks Corner,77.0791934,28.6459296,350,2.9,Fast Food
Chetana Bakes,77.0701624,28.6445722,400,3,Bakery
Chily Hut,77.07597736,28.63884135,750,3.2,"Chinese, North Indian"
De' Bistro,77.0747491,28.6390149,850,3.3,"Chinese, Fast Food"
Deep Bakers,77.0656655,28.6384063,100,3.2,"Fast Food, Bakery"
Delhi 6,77.0710682,28.6365514,350,2.6,North Indian
Finest Pizzeria,77.06846483,28.6322224,600,3.1,Pizza
Food Lab,77.0709881,28.642645,300,3,"Chinese, Biryani, North Indian"
Goli Vada Pav No. 1,77.0789309,28.6385677,100,3.3,Street Food
Grover Sweets,0,0,100,3.1,"Mithai, Street Food"
Hema Chinese Foods,77.0698926,28.6440984,300,3.3,Chinese
Hunger Stop,0,0,600,3.2,"North Indian, Mughlai"
Ishwar Sweets,77.0792678,28.638455,300,3.4,Chinese
Kathi Express,77.06992965,28.62748827,500,2.6,"Fast Food, Chinese"
Kream's,77.0687123,28.6342343,200,3.1,"Bakery, Fast Food, Pizza"
Madras Cafe,77.0758587,28.6429519,300,3.3,"South Indian, Fast Food"
Mandeep Punjabi Rasoi,77.0756895,28.6431503,200,3,North Indian
Masti Curry,77.071162,28.6429129,350,2.8,North Indian
New Madras Cafe,77.0789759,28.6383481,300,3.1,"South Indian, Fast Food"
Pakwan,77.074213,28.6392656,600,2.8,"Chinese, North Indian"
Patiala Shahi Soups,77.0797403,28.6419595,300,3.1,Mughlai
Pizza Yum,77.06778422,28.62786555,650,3.1,"Pizza, Fast Food"
Polka Pastry & Snack Bar,77.0792789,28.6425242,350,2.7,"Bakery, Fast Food"
Red Hot,77.0782115,28.6384983,350,3.3,North Indian
Republic of Chicken,77.0795111,28.6385334,400,3.1,"Raw Meats, Fast Food"
Sai Ann Kutir,77.0707437,28.64041091,400,2.8,"Chinese, North Indian"
Saravana South Indian Hut,77.0792261,28.6422953,250,3.2,South Indian
Sardar Pure Meat Shop,77.0765052,28.638646,300,3.2,"Raw Meats, Fast Food"
Shama Chicken Corner,77.06975497,28.62759745,400,3.1,"North Indian, Mughlai"
Shan E Punjab,77.0751536,28.6392198,550,3.4,"North Indian, South Indian"
Shanghai Nights,77.0739295,28.63949696,450,2.8,Chinese
Shree Ram Sweets & Bakers,77.0600536,28.6358966,100,3,Mithai
Sindhi Kulfi Wala,77.0771773,28.6385328,100,3,Desserts
South Indian Cafe,77.0698477,28.6275705,350,3.3,"South Indian, Chinese"
South Indian Hut,77.0765725,28.6387222,250,3.4,South Indian
Spinns Resto-Bar,77.0747491,28.639194,800,2.6,"North Indian, Chinese"
Subway,77.0751965,28.63885695,500,2.6,"American, Fast Food, Salad, Healthy Food"
Taneja Bakery,77.0588879,28.6354403,200,3.2,Bakery
Tequila Express,77.0752887,28.6397834,1150,3.4,"North Indian, Chinese"
The China Town,77.07022168,28.63504182,600,3.4,Chinese
THS - The Hunger Street,0,0,600,3.2,"North Indian, Mughlai, Chinese"
True Blue,77.0745243,28.6391275,1100,3.2,"North Indian, Chinese"
Twenty Four Seven,77.069947,28.6274498,300,3.1,"Fast Food, North Indian"
Your's Chole Bhature,77.0784813,28.6386139,100,2.6,Street Food
Baskin Robbins,77.079298,28.6425617,300,3.5,Ice Cream
Pure Punjabi,77.069463,28.6284455,700,3.5,"North Indian, Fast Food"
Brick Station,77.0761542,28.6331243,600,0,Cafe
Food Factory,77.0742061,28.63927361,300,0,"Chinese, Fast Food"
Pastry Point,77.0709719,28.6403518,200,0,"Bakery, Fast Food"
Prem Jee Da Dhaba,0,0,500,0,North Indian
Welcome Food Point,77.0743071,28.6390833,600,2.3,"Chinese, North Indian"
Arora Snacks,77.318175,28.67132778,350,2.8,Chinese
Bansal Mithai Wale,77.318925,28.67130833,100,2.9,Mithai
Fabulous Cake Bites,77.317225,28.66721,400,3.4,"Bakery, Desserts, Fast Food, Pizza, Burger, Finger Food"
Garam Masala Food Corner,77.31211167,28.66965416,450,3.3,"North Indian, Chinese"
Health Buzzz,77.314705,28.668496,350,3.1,Healthy Food
Kumar Pav Bhaji Corner,77.31173314,28.66981271,200,3.2,Fast Food
Le Chef,77.31214788,28.66857042,400,3,"Chinese, North Indian"
Nainy Fast Food,77.31825527,28.66722898,300,3.3,"Chinese, Fast Food"
Platform Nine and Three Quarters,77.30372541,28.66736018,600,2.6,"Cafe, North Indian, Continental"
Pudding & Pie,77.21,28.63,450,3.1,"Bakery, Fast Food"
Rapture,77.31825426,28.67116736,400,2.5,"Bakery, Fast Food"
Sachdeva Chinese Fast Food,77.31819056,28.67121678,400,3.3,"Chinese, Fast Food"
Simply Cakes,77.30861206,28.66011757,400,3.2,Bakery
The Dosa King,77.31204974,28.66952381,400,2.9,"South Indian, North Indian"
Bhappe Di Hatti,77.31217302,28.66934292,500,3.5,"North Indian, Chinese"
Cafetorium,77.31794111,28.66686832,600,3.8,"Cafe, Italian"
Food Express,77.3174241,28.6601382,800,3.6,"Chinese, North Indian"
Sai Bajaj Restaurant,77.31206504,28.66910046,300,3.6,"Chinese, North Indian"
The Chimney Bar-Be-Que,0,0,500,3.6,"North Indian, Chinese"
Urban Punjab,77.31226757,28.66815358,600,3.6,"North Indian, Chinese"
Cheese Bitez Pizza,77.31822677,28.667041,200,0,Fast Food
Goyal Sweets,77.31827907,28.67127679,150,0,"Mithai, Bakery"
Gulati's Takeaway,0,0,500,0,"North Indian, Chinese, Mughlai"
Jyoti Sweets,77.3121633,28.66982713,300,0,Mithai
Momos Hi Momos,77.31812015,28.67132945,150,0,Chinese
New Bhappe Di Hatti,77.312115,28.669247,100,0,Fast Food
Oven Fresh,77.31192157,28.66958297,300,0,Bakery
Rupa Ice Cream Parlour,77.31203791,28.66984331,300,0,Desserts
Scoopers 'n' Bakers,77.31213246,28.66842304,200,0,Bakery
South Indian Food Plaza,77.31824689,28.66696569,250,0,South Indian
Super Snacks,77.31827103,28.67126826,300,0,"North Indian, South Indian"
Unique Pastry,77.31820431,28.67148683,250,0,"Bakery, Desserts"
Veg Food Express,0,0,400,0,North Indian
Chintamani's Namkeen,77.31653329,28.67556419,350,2.4,"Chinese, Fast Food, North Indian, South Indian, Street Food, Mithai"
Deltasious,77.31898986,28.67993906,400,2.2,"North Indian, Chinese, Bakery"
Tandoori Junction,77.31220789,28.66945735,300,2.4,"North Indian, Chinese"
Apni Rasoi,77.1648729,28.6815855,300,2.6,North Indian
Haldiram Bhujiawala,77.1586101,28.7003198,400,3.4,"Street Food, North Indian, South Indian, Mithai"
Meghraj Food Court,77.1685563,28.6990634,250,3,"North Indian, Street Food, Mithai"
Meghraj Sweets,77.1684265,28.6994159,150,3.2,"Mithai, Street Food, North Indian"
Chill Out,77.1633809,28.6797201,200,0,Ice Cream
Chilli Chinese,77.1636597,28.6792749,200,0,Chinese
"34, Chowringhee Lane",77.080281,28.6299004,350,3.4,Fast Food
Subway,77.0795544,28.6301884,500,2.1,"American, Fast Food, Salad, Healthy Food"
The Golden Dragon,77.12311551,28.65297802,1375,3.5,"Chinese, Seafood, Japanese"
KFC,77.1689845,28.6455224,500,3.4,"American, Fast Food"
Mitra Da Dhaba,77.1639289,28.6495338,400,3.5,North Indian
Mr. Sub,77.1689671,28.6454168,400,3.7,Fast Food
Kennedy's,77.1647873,28.6522346,400,4.1,"Chinese, Fast Food"
Keventers,77.12179529,28.5503472,400,3.1,Beverages
Street Foods by Punjab Grill,77.12179529,28.5503472,600,3.2,"Street Food, North Indian"
Subway,77.12142371,28.54989546,500,3.1,"American, Fast Food, Salad, Healthy Food"
Wow! Momo,77.12179529,28.5503472,350,3.1,Chinese
Biryani Blues,77.12179529,28.5503472,1000,3.6,"Biryani, Hyderabadi"
Asia Seven Express,77.12178456,28.55041317,500,0,Chinese
Bikanervala,77.12142371,28.54989546,550,0,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai"
Cafe Huddle,77.12179529,28.5503472,600,0,Fast Food
Chai Garam,0,0,300,0,"Tea, Fast Food"
Dolce Gelato,77.12165984,28.55052862,300,0,"Ice Cream, Beverages, Fast Food"
GoGourmet,77.120547,28.548297,600,0,"Healthy Food, Beverages"
Karim's,77.12142371,28.54989546,1000,0,"Mughlai, North Indian"
Khan Chacha,77.12179529,28.5503472,650,0,"Mughlai, North Indian"
Pizza Hut Delivery,77.12142371,28.54989546,800,0,"Italian, Pizza, Fast Food"
Foodhall,77.121714,28.551681,700,0,"Bakery, Italian, Chinese, Mexican"
Eat Me,77.2068326,28.5597171,600,2.7,"North Indian, Continental"
EDC Mania,77.2125368,28.5612917,150,3.3,Fast Food
Elegant China X-Press,77.2068775,28.5599455,400,3.1,Chinese
Gopala,77.2071919,28.5579587,250,3.3,"Mithai, Street Food"
Green Chick Chop,77.2071919,28.5579587,350,3.1,"Raw Meats, North Indian, Fast Food"
Hangchuaa's Chinese Food Corner,77.2098081,28.5609683,600,2.7,Chinese
Madhuvan Chinese Fast Food,77.2077758,28.5577007,300,2.7,Chinese
Momos House,77.2101563,28.5619163,350,2.9,Chinese
Punjab Restaurant,77.2072368,28.5617724,600,3.2,"North Indian, Mughlai"
Rhythm Restro-Bar,77.2074165,28.5603554,1000,3,"Mughlai, Chinese, North Indian"
Say Cheese,77.207147,28.5579096,400,2.7,Fast Food
Sona Restaurant,77.2072686,28.5617998,450,3.2,"North Indian, Mughlai"
Uraki,77.2133453,28.5622651,400,2.7,Asian
Wah Ji Wah,77.20747568,28.55994238,450,3,North Indian
Annapurna Sweets,77.207147,28.5579096,150,3.9,"Mithai, Street Food"
Karnataka,77.2072368,28.559442,500,3.7,"South Indian, North Indian, Chinese"
EDC Mania,77.2132657,28.5616657,150,0,Fast Food
Faeem Chicken Corner,77.2105606,28.56191,300,0,Mughlai
Grills N Chills,77.2084945,28.5577692,350,0,Fast Food
Gupta Sweets,77.2074165,28.5612517,300,0,"North Indian, South Indian, Mithai"
Khub Chand,77.2072368,28.5580078,300,0,Raw Meats
OCD - Online Cake Delivery,77.2063516,28.556623,200,0,"Bakery, Desserts"
Sher E Punjab,77.2081467,28.5609296,450,0,North Indian
Shri Balaji,77.2073832,28.5598243,200,0,South Indian
Sidhi Cafe,77.2132249,28.5616007,100,0,"Street Food, Fast Food"
Al Hayat Bakers,77.27884457,28.56720015,200,0,Bakery
Al-Kausar's,0,0,200,0,Chinese
Alam Biryani Center,77.27966331,28.56771457,200,0,Biryani
Bismillah Hotel,77.28432264,28.56542779,150,0,Fast Food
Halal Pizza Star,77.28120089,28.56717571,450,0,"Pizza, Fast Food"
HTW Bakers,77.27981217,28.56744249,350,0,"Bakery, Desserts"
Javed Bawarchi Restaurant,77.2778975,28.5665297,600,0,Mughlai
Let's Eat,77.28167631,28.56679379,200,0,"Fast Food, Beverages"
Moonis Kada,77.28572074,28.56527732,500,0,"Mughlai, North Indian"
Motu N Patlu,77.28506528,28.56624639,250,0,"Lebanese, North Indian, Fast Food"
S.K. Fast Food,77.28382677,28.56618897,350,0,Chinese
Sufiyan Restaurant,77.27977898,28.56732117,250,0,Mughlai
The Relax Point,77.2785427,28.5668489,250,0,North Indian
Zareen's Dastarkhwan,77.28569627,28.56519398,800,0,Awadhi
Ali Baba Caves,77.5281286,28.4581066,500,3.1,"Cafe, Chinese"
Caf?? Doo Ghoont,77.5074561,28.4639566,600,3.4,Cafe
Knights Chaska,77.5078343,28.4644343,800,2.9,"North Indian, Chinese"
Thirsty Scholar Cafe,77.5077014,28.4642008,450,3.2,Cafe
Savoury Street,77.5077014,28.4642008,600,0,"North Indian, Continental, Italian"
JSB Evergreen Snack & Sweets,77.3325771,28.5698988,300,3.1,"North Indian, Chinese, Fast Food, Street Food"
221 B Baker Street,77.3326668,28.5703556,200,3.5,Bakery
Kapoors Balle Balle,77.3328944,28.5697361,400,3.7,"North Indian, Chinese"
Lakshmi Coffee House,77.3326668,28.5700866,300,3.8,South Indian
Geoffrey's,77.32315633,28.56812092,1375,3,"Asian, Continental, Italian, North Indian"
Haldiram's,77.32303832,28.5680476,600,3.5,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts"
Maamouchee @ My Way,77.32309598,28.56822692,1100,3.5,"Italian, Lebanese, North Indian"
Americana Kitchen and Bar,77.3228281,28.56834294,1375,2.4,"American, Tex-Mex, Italian, Mexican, North Indian"
Punjabi By Nature Quickie,77.32142698,28.5676545,1100,3.4,"North Indian, Mughlai"
United Coffee House Rewind,77.3214491,28.5675927,1375,3.4,"North Indian, European, Asian, Mediterranean"
Wow! Momo,77.3210901,28.5673795,350,2.7,"Tibetan, Chinese"
Oh So Stoned!,77.3210394,28.56800461,250,4.5,Desserts
The Big Chill Cakery,77.32187994,28.56772693,700,4.5,"Bakery, Desserts"
Barista,77.32,28.57,650,3.5,Cafe
Big Wong XL,77.32058812,28.56747782,1375,3.9,"Chinese, Thai, Sushi"
Carl's Jr.,77.32092675,28.56668455,650,3.8,"Burger, American, Fast Food"
Chaayos,77.32105985,28.56744043,400,3.9,"Cafe, Tea"
Chi Asian Cookhouse,77.32080102,28.567075,1375,3.9,"Chinese, Thai, Asian, Japanese, Korean, Seafood"
Costa Coffee,77.32102197,28.56746369,600,3.7,Cafe
Dunkin' Donuts,77.32144509,28.5674896,600,3.7,"Burger, Desserts, Fast Food"
Instapizza,77.32094418,28.56702642,900,3.7,"Pizza, Fast Food"
Keventers,77.32072927,28.56729997,400,3.8,Beverages
Pirates of Grill,77.32097905,28.56646341,1375,3.9,"North Indian, Continental, Mughlai, Asian"
Pizza Hut,77.32057907,28.56737005,1000,3.9,"Italian, Pizza, Fast Food"
PizzaExpress,77.3204748,28.56648549,1375,3.9,"Italian, Pizza"
RollsKing,77.3205499,28.56693955,400,3.9,Fast Food
Taco Bell,77.32083656,28.56733177,550,3.6,"Mexican, Fast Food"
The Frozen Factory,0,0,350,3.7,"Ice Cream, Desserts"
Theos,0,0,500,3.5,"Bakery, Desserts"
Wendy's,77.32080102,28.567075,400,3.7,"Burger, Fast Food"
Zizo,77.32097905,28.56646341,1375,3.8,"Lebanese, Mediterranean, Middle Eastern, Arabian"
Cafe Delhi Heights,77.320913,28.56732441,1375,4.1,"Continental, American, Cafe"
Chili's Grill & Bar,77.32041411,28.56730645,1375,4.1,"Mexican, American, Italian"
Made In Punjab,77.32079029,28.56673549,1375,4.1,"North Indian, Mughlai"
Mamagoto,77.3204748,28.56648549,1375,4.3,"Asian, Thai, Chinese"
Movenpick,77.32051905,28.56724019,650,4,"Ice Cream, Desserts"
Smaaash,77.32082382,28.56732971,1350,4,"North Indian, Thai, Continental"
SodaBottleOpenerWala,77.32077688,28.56658591,1300,4,"Parsi, Iranian"
The Bento Cafe,77.32085601,28.56730085,750,4.2,"Asian, Chinese, Japanese"
Earthen Oven - Fortune Inn Grazia,77.3283593,28.5774799,1375,3.4,"North Indian, Mughlai"
Fortune Deli -  Fortune Inn Grazia,77.3283593,28.5773903,1375,3.2,Chinese
Cafe Pipa,77.3361665,28.5678168,350,3.4,Cafe
Cook Du Kdu,77.3353589,28.5681889,650,3.1,"North Indian, Chinese, Mughlai"
Green Chick Chop,77.3355832,28.567448,350,2.6,"Raw Meats, North Indian, Fast Food"
New Vishal's Kitchen,77.3357335,28.5682606,600,2.5,"North Indian, Chinese"
Samarkand,77.3353589,28.5677406,1375,3.3,"North Indian, Mughlai, Chinese"
Mirchievous,77.3351088,28.5678557,650,3.9,North Indian
Pearls Regency,77.3352723,28.5674286,1200,3.7,"North Indian, Chinese, Thai"
The Feast Box,77.3356291,28.5683367,600,0,"Chinese, Thai, Fast Food"
Imperfecto,77.3218081,28.5649369,1375,3.4,"Mediterranean, Italian, Continental, Spanish, North Indian"
Chaayos,77.3217244,28.5648201,400,3.6,"Cafe, Tea"
Dunkin' Donuts,77.3215077,28.5647926,600,3.7,"Burger, Desserts, Fast Food"
The Smoke Factory,77.321853,28.5649859,1375,3.8,"North Indian, Italian, Chinese"
Turquoise Cottage - TC Original 1997,77.3214674,28.5648242,1375,3.8,"Continental, American, Italian, Mediterranean"
Baskin Robbins,77.32147492,28.5649219,300,0,Ice Cream
Cafe Coffee Day,77.3217184,28.5647491,450,0,Cafe
Dolce Gelato,77.32148331,28.56493986,300,0,"Ice Cream, Beverages, Fast Food"
